objectid,filename,title,format,subject,creator,date,description,,location,latitude,longitude,source,identifier,type,youtubeid,language,rights,rightsstatement,polaridad,tipologia,soporte,iluminacion,tono,proceso
impresion_065,impresion_065.jpg,Segunda Guerra Mundial,image/jpeg,Segunda Guerra Mundial; Policía Militar; Chaqueta M-1943,Anónimo,Diciembre de 1944 - Marzo de 1945,"Fotografía en blanco y negro de un miembro de la Policía Militar (MP) del Ejército de los Estados Unidos posando en un entorno rural durante la Segunda Guerra Mundial. El soldado viste el uniforme reglamentario de finales de la guerra, destacando la chaqueta de campo M-1943 y un casco M1 con las siglas 'MP' pintadas frontalmente. Se encuentra sobre un terreno densamente embarrado con huellas de neumáticos de vehículos pesados, flanqueado por vegetación invernal y árboles sin hojas, lo que sugiere una ubicación en el teatro de operaciones europeo durante el invierno de 1944 o principios de 1945.",,"Región de las Ardenas, Bélgica/Luxemburgo",50.126,5.707,Archivo Histórico Vision,d4wmri,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_066,impresion_066.jpg,Carte de Visite,image/jpeg,Carte de Visite; Moda victoriana; Retrato de estudio,Anónimo,c. 1860-1865,"Retrato de estudio de un hombre de mediana edad con rasgos marcados y ojos claros, característico de mediados del siglo XIX. El sujeto luce una barba completa con bigote recortado, peinado con volumen hacia los lados y viste la indumentaria formal de la época: una levita (frock coat) oscura sobre un chaleco a juego, camisa blanca de cuello alto y corbatín oscuro. La pose, sedente y apoyado en una mesa con un tapete de brocado floral, es la convención estética estándar de la fotografía de gabinete o tarjeta de visita de la década de 1860.",,Estados Unidos,38.9072,-77.0369,Archivo Histórico Vision,wetb5c,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Vidrio,Transmisión,Monocromático,Albúmina
impresion_067,impresion_067.jpg,William S. Burroughs,image/jpeg,William S. Burroughs; Generación Beat; Literatura Postmoderna,Anónimo (Círculo personal de Burroughs),Década de 1980,"Retrato frontal del reconocido escritor estadounidense William S. Burroughs, figura clave de la Generación Beat. La fotografía captura al autor en su etapa de madurez, caracterizada por su rostro enjuto y mirada penetrante, vistiendo su habitual chaqueta acolchada de nailon.",,"Lawrence, Kansas, Estados Unidos",38.9717,-95.2353,Archivo Histórico Vision,p5mlps,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Monocromático,Copia positiva en blanco y negro
impresion_068,impresion_068.jpg,RAF Bomber Command,image/jpeg,RAF Bomber Command; Segunda Guerra Mundial; Nissen hut,Fotógrafo oficial de la RAF o personal de servicio (Anónimo),c. 1943-1945,"Fotografía en blanco y negro que muestra la entrada de un barracón militar de tipo Nissen hut en una base aérea británica durante la Segunda Guerra Mundial. La puerta de madera presenta un cartel pintado a mano con el texto 'THE BLOCKBUSTER BOYS', ilustrado con una mujer (estilo pin-up), una jarra de cerveza, una bomba y la silueta de un bombardero pesado, probablemente un Avro Lancaster. Una bicicleta está apoyada contra la pared exterior del edificio, que muestra aberturas de ventilación características y marcos de ventanas metálicos típicos de la arquitectura militar modular británica.",,"Condado de Lincolnshire, Inglaterra (Probable base de la RAF como Coningsby o Scampton)",53.111,-0.155,Archivo Histórico Vision,gznvd,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_069,impresion_069.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda de los años 40; Gelatina de plata,Anónimo,c. 1945 (Década de 1940),"Retrato de estudio en blanco y negro que muestra el busto de una mujer joven, probablemente entre los 20 y 30 años. La imagen presenta un viñeteado ovalado que difumina los hombros y el fondo, una técnica común para centrar la atención en el rostro. La mujer luce un peinado recogido típico de la época y un vestido de tela texturizada con un cuello de solapas oscuras en contraste, posiblemente de terciopelo, cerrado con botones grandes. La copia física presenta los característicos bordes dentados (deckle edges) de las impresiones de laboratorio de mediados del siglo XX.",,"Madrid, España (Atribuido por estilo de estudio europeo)",40.4168,-3.7038,Archivo Histórico Vision,oq6j1,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_070,impresion_070.jpg,Retrato documental,image/jpeg,Retrato documental; Gran formato; Oeste americano,Richard Avedon,1979-1984,"Retrato fotográfico de busto de un hombre de edad avanzada capturado con una expresión de ligera sorpresa o vulnerabilidad. El sujeto viste una chaqueta acolchada (puffer jacket) oscura sobre una camisa de franela a cuadros, vestimenta característica de los trabajadores rurales del oeste estadounidense a finales del siglo XX. La imagen destaca por su nitidez extrema y el uso de un fondo minimalista que descontextualiza al sujeto, una técnica recurrente en la fotografía documental de autor de la época.",,"Casper, Wyoming, Estados Unidos",42.8501,-106.3251,Archivo Histórico Vision,rbbk5,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_071,impresion_071.jpg,Arquitectura industrial,image/jpeg,Arquitectura industrial; Comarca Lagunera; Ingeniería hidráulica,Anónimo,Década de 1930,"Fotografía histórica en blanco y negro que captura la 'Torre de El Coyote' en el municipio de Matamoros, Coahuila, México. Esta estructura de piedra posee una rampa helicoidal externa distintiva y fue construida a principios del siglo XX para el monitoreo de niveles de agua en los canales de riego de la Región Lagunera. En la cima de la torre se observan dos personas, lo que permite apreciar las dimensiones de la construcción, la cual muestra la inscripción 'COYOTE' grabada en su parte superior.",,"El Coyote, Matamoros, Coahuila, México",25.6886,-103.2671,Archivo Histórico Vision,o9dx1h,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_072,impresion_072.jpg,Retrato vernáculo,image/jpeg,Retrato vernáculo; Vestimenta eduardiana; Fotografía sobre cartón,Anónimo,1905-1915,"Retrato vernáculo de una pareja de principios del siglo XX capturada en un ambiente informal frente a una pared de ladrillo. La imagen destaca por la expresión relajada y afectuosa de los sujetos, poco común en los retratos de estudio formales de la época, lo que sugiere una fotografía doméstica o amateur de alta calidad técnica.",,Estados Unidos (Región del Medio Oeste o Noreste),41.8781,-87.6298,Archivo Histórico Vision,4kvfg,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Policromático,Impresión plata gelatina de revelado
impresion_073,impresion_073.jpg,Retrato de identidad,image/jpeg,Retrato de identidad; Fotografía de gelatina de plata; Cultura administrativa,Anónimo,Década de 1950,"Retrato de busto de un hombre de edad avanzada, de estilo formal y sobrio, recortado en formato circular. La imagen muestra signos evidentes de haber sido retirada de un soporte secundario, presentando restos de adhesivo, manchas de humedad y perforaciones laterales que sugieren su uso en documentos de identidad, expedientes administrativos o relicarios conmemorativos de mediados del siglo XX.",,"Buenos Aires, Argentina",-34.6037,-58.3816,Archivo Histórico Vision,2kv3,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Monocromático,Impresión plata gelatina de revelado
impresion_074,impresion_074.jpg,Lázaro Cárdenas del Río,image/jpeg,Lázaro Cárdenas del Río; Retrato histórico; México posrevolucionario,Anónimo,1965-1970,"Retrato de busto de un hombre de edad avanzada, identificado por sus rasgos fisonómicos como Lázaro Cárdenas del Río (1895-1970), expresidente de México. La imagen lo muestra en sus años de vejez, vistiendo una camisa de cuello abierto de estilo informal, posiblemente una guayabera, característica de su vestimenta civil tras su retiro de la vida política activa. La fotografía presenta un desvanecimiento lumínico y una pátina propia de las copias en papel de mediados del siglo XX.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,n20tdc,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_075,impresion_075.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda eduardiana; Fotografía de sello,Anónimo (Estudio comercial de fotografía rápida),1900-1910,Tira vertical de tres retratos de estudio individuales montados sobre un cartón gris oscuro texturizado. La imagen superior muestra a una mujer con una blusa a cuadros de cuello alto; la central a un hombre con cuello rígido desmontable y pajarita; y la inferior a una mujer con una blusa blanca de encaje estilo 'Gibson Girl'. Los tres sujetos exhiben peinados y vestimentas típicos de la era eduardiana.,,Estados Unidos (probablemente un estudio fotográfico urbano),39.8283,-98.5795,Archivo Histórico Vision,gjrv9,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Monocromático,Impresión plata gelatina de revelado
impresion_076,impresion_076.jpg,Retrato victoriano,image/jpeg,Retrato victoriano; Carte de Visite; Indumentaria infantil del siglo XIX,Anónimo,Circa 1870-1875,"Retrato de estudio de un infante de corta edad capturado en formato 'Carte de Visite' (CDV). El niño aparece sentado en una silla de estudio ornamentada con flecos y tachuelas, vistiendo una túnica o vestido con patrón de cuadros ('plaid'), una indumentaria común para niños y niñas en la era victoriana antes de la transición a los pantalones. La imagen presenta el desgaste típico de los bordes y el tono sepia característico de la técnica de albúmina del siglo XIX.",,Estados Unidos (probable estudio fotográfico en la Costa Este),40.7128,-74.006,Archivo Histórico Vision,xuudli,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Monocromático,Albúmina
impresion_077,impresion_077.jpg,Moda de los años 30,image/jpeg,Moda de los años 30; Arquitectura residencial estadounidense; Retrato invernal,Anónimo,Circa 1935,"Retrato familiar de tres adultos (un hombre y dos mujeres) posando frente a una residencia de madera durante la época invernal. La imagen captura la moda y el entorno doméstico suburbano típico de América del Norte a mediados de la década de 1930, destacando la vestimenta formal de la clase media de la época.",,Noreste de Estados Unidos o Canadá (ej. Nueva Inglaterra),42.3601,-71.0589,Archivo Histórico Vision,mfsca,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_078,impresion_078.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda masculina eduardiana; Fotografía de Iowa,Samuel P. Gresham (Gresham Studio),1905 (circa 1900-1910),"Retrato formal de estudio de un joven de perfil tres cuartos, montado en una cartulina decorativa de la era eduardiana. El sujeto viste una chaqueta oscura de solapa estrecha y un característico cuello rígido desmontable de gran altura con una corbata de nudo pequeño, reflejando el estándar de formalidad masculina de principios del siglo XX en el Medio Oeste de Estados Unidos.",,"Bloomfield, Iowa, Estados Unidos",40.7514,-92.4144,Archivo Histórico Vision,dgan8,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Monocromático,Colodión húmedo
impresion_079,impresion_079.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda masculina eduardiana; Fotografía de Iowa,Pierce Studio,1900-1910,"Un retrato fotográfico de estudio de un hombre adulto con un distintivo bigote estilo imperial, vestido con ropa formal de principios del siglo XX, incluyendo un cuello alto almidonado y una corbata con pasador. La imagen está montada en un soporte de cartón con relieve profesional.",,"Ottumwa, Iowa, Estados Unidos",41.02,-92.4113,Archivo Histórico Vision,2xkktt,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Policromático,Impresión plata gelatina de revelado
impresion_080,impresion_080.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda eduardiana; Fotografía estadounidense,C. L. Gresham,circa 1905,"Retrato de estudio formal de una mujer joven perteneciente a la época eduardiana, capturado en Bloomfield, Iowa. La mujer luce un vestido oscuro con detalles de encaje negro, un cuello alto de encaje blanco y un broche o reloj de bolsillo prendido al pecho. El retrato está presentado en un montaje de cartulina gris oscuro con un marco ovalado grabado y motivos ornamentales típicos de los primeros años del siglo XX.",,"Bloomfield, Iowa, Estados Unidos",40.7514,-92.4144,Archivo Histórico Vision,xs1xla,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Vidrio,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_081,impresion_081.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda eduardiana; Gelatina de plata,Anónimo (Estudio fotográfico comercial),1905 (Década 1900-1910),"Retrato de estudio de busto de una mujer joven con la mirada dirigida hacia un lateral. Viste una blusa oscura de cuello alto con detalles de jaretas verticales y un colgante fino, característico de la moda de la transición del siglo XIX al XX. La fotografía está presentada en un soporte de cartulina rígida de color gris verdoso con una orla decorativa grabada en seco con motivos de volutas y elementos vegetales de estilo modernista.",,"Madrid, España",40.416775,-3.70379,Archivo Histórico Vision,gky20i,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Vidrio,Transmisión,Monocromático,Impresión de gelatina de plata sobre papel
impresion_082,impresion_082.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda eduardiana; Bloomfield Iowa,James W. Gresham,1905 (1900-1910),"Retrato de estudio de busto de un hombre joven vestido con indumentaria formal de principios del siglo XX, que incluye una chaqueta de traje oscura, un cuello de camisa alto y desmontable ('high stand collar') y una corbata de seda con un patrón decorativo complejo. La imagen está presentada en un montaje de cartulina gris oscuro con relieves ornamentales gofrados que incluyen la firma del estudio y la ubicación.",,"Bloomfield, Iowa, Estados Unidos",40.7514,-92.4152,Archivo Histórico Vision,sb13m,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Vidrio,Transmisión,Policromático,Impresión plata gelatina de revelado
impresion_083,impresion_083.jpg,Moda de los años 20,image/jpeg,Moda de los años 20; Turismo arqueológico; Sombrero cloche,Anónimo (Fotografía amateur),c. 1924-1928,"Una fotografía de mediados de la década de 1920 que muestra a dos mujeres posando frente a las ruinas de una estructura de piedra de gran antigüedad. La imagen captura la moda y el auge del turismo cultural amateur de la época, reflejando el cambio en el estilo de vida de las mujeres tras la Primera Guerra Mundial.",,Reino Unido (posiblemente una abadía medieval en ruinas en Inglaterra o Escocia),51.146,-2.715,Archivo Histórico Vision,mtuq87,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_084,impresion_084.jpg,Plaza de San Marcos,image/jpeg,Plaza de San Marcos; Venecia; Arquitectura Neobizantina,Carlo Naya (o Studio Naya),1885-1895,"Una vista histórica de la Plaza de San Marcos en Venecia, Italia, capturando la vida urbana frente a la Basílica de San Marcos y el Campanile original antes de su colapso en 1902. La imagen muestra peatones con vestimenta formal de finales de la era victoriana, destacando la monumentalidad de la arquitectura neobizantina y gótica veneciana en un encuadre que prioriza la escala humana frente a los edificios históricos.",,"Venecia, Italia",45.4341,12.3385,Archivo Histórico Vision,553brl,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Vidrio,Transmisión,Monocromático,Albúmina
impresion_085,impresion_085.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda años 20; Carpeta de cartón,Anónimo,c. 1920-1925,"Retrato de estudio de una mujer joven con vestimenta y peinado característicos de la década de 1920. La imagen se encuentra preservada en su soporte original, una carpeta de cartón oscuro (bifold mount) con ranuras en las esquinas, un formato comercial estándar para la fotografía de retrato profesional durante el periodo de entreguerras.",,Estados Unidos (Probable origen en estudio comercial urbano),40.712776,-74.005974,Archivo Histórico Vision,90wgts,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Vidrio,Transmisión,Monocromático,Impresión de gelatina de plata sobre papel de fibra
impresion_086,impresion_086.jpg,Retrato infantil,image/jpeg,Retrato infantil; Moda de posguerra; Estudio fotográfico,Anónimo (Fotógrafo de estudio comercial),1950-1955,"Retrato de estudio de una niña pequeña realizado a mediados del siglo XX. La niña aparece sonriente, sentada sobre una superficie cubierta con tela, vistiendo un traje típico de la época que consiste en un vestido de cuadros (pichi) sobre una blusa blanca de mangas abullonadas y cuello con bordados. La iluminación es suave y frontal, característica de la fotografía comercial de retrato de posguerra.",,Europa Central (posiblemente Alemania o Austria),52.520007,13.404954,Archivo Histórico Vision,t61fw,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_087,impresion_087.jpg,Bergen,image/jpeg,Bergen; Lille Lungegårdsvannet; Arquitectura historicista,Knud Knudsen,Hacia 1900,"Vista histórica del lago Lille Lungegårdsvannet en Bergen, Noruega, capturada a finales del siglo XIX o principios del XX. La imagen muestra en primer plano el lago con pequeñas embarcaciones de remo, mientras que al fondo se destaca el primer edificio del Hotel Norge (inaugurado en 1885) y el museo 'Permanenten'. La escena está coronada por la ladera del monte Fløyen, elemento topográfico icónico de la ciudad. El estilo arquitectónico historicista y la disposición urbana reflejan el desarrollo de Bergen antes del gran incendio de 1916.",,"Bergen, Noruega",60.391266,5.332561,Archivo Histórico Vision,8m51vg,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Policromático,Albúmina
impresion_088,impresion_088.jpg,Bandera de 45 estrellas,image/jpeg,Bandera de 45 estrellas; Teléfono de candelabro; Retrato de estudio infantil,Estudio de Penny Portraits (Anónimo),Circa 1900 (Rango 1896-1908),"Tríptico fotográfico de estudio que muestra a una niña pequeña en tres poses distintas: sosteniendo una bandera de los Estados Unidos de 45 estrellas, utilizando un teléfono de tipo candelabro y posando con un sombrero de paja. Se trata de un ejemplo clásico de retrato comercial de bajo costo de finales del siglo XIX o principios del XX, capturado con una cámara de objetivos múltiples para crear tiras de imágenes económicas.",,"Nueva York, Estados Unidos",40.7128,-74.006,Archivo Histórico Vision,fgs13,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Sepia,Impresión de gelatina de plata sobre papel de base baritada
impresion_089,impresion_089.jpg,Retrato familiar,image/jpeg,Retrato familiar; Erdal Noruega; Vestimenta eduardiana tardía,Anónimo,1919,"Retrato familiar al aire libre capturado en el año 1919 en la localidad de Erdal, Noruega. La imagen muestra a una mujer identificada como Gulla, un niño o joven llamado Odd, y una pequeña bebé llamada Elsa, acompañados por un perro de raza mixta llamado Texas. La escena es informal y doméstica, característica de la fotografía amateur de principios del siglo XX.",,"Erdal, Stryn, Vestland, Noruega",61.8883,7.1264,Archivo Histórico Vision,o42h4h,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_090,impresion_090.jpg,Arquitectura colonial española,image/jpeg,Arquitectura colonial española; Fortificación militar; Piedra de coquina,Anónimo,Década de 1940,"Fotografía en blanco y negro de la puerta principal (Sally Port) del Castillo de San Marcos en San Agustín, Florida. La imagen captura la entrada principal de la fortificación colonial española de finales del siglo XVII, destacando el dintel de piedra con el escudo real de armas de España tallado, una puerta de madera con tablones en diagonal y un puente levadizo o pasarela de madera en primer plano.",,"Castillo de San Marcos, San Agustín, Florida, Estados Unidos",29.8978,-81.3114,Archivo Histórico Vision,erqbco,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_091,impresion_091.jpg,Retrato infantil,image/jpeg,Retrato infantil; Moda años 50; Fotografía de estudio,Anónimo (Fotógrafo de estudio comercial),Hacia 1950,"Retrato de estudio de dos niñas pequeñas, posiblemente gemelas o hermanas de edad cercana, vestidas de manera idéntica. Ambas lucen vestidos claros de manga corta con cuellos babero (Peter Pan) adornados con broderie anglaise o encaje calado, lazos en el cabello y calzado tipo 'bootie' blanco de cuero suave. La pose es frontal y formal, característica de la fotografía comercial de mediados del siglo XX.",,Estados Unidos (Probable),39.8283,-98.5795,Archivo Histórico Vision,bhnzwp,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_092,impresion_092.jpg,Cabinet card,image/jpeg,Cabinet card; Moda victoriana; Retrato de estudio,C. L. Thomas,1885-1892,"Un retrato de estudio familiar de finales de la era victoriana que muestra a un hombre, una mujer y un bebé. La imagen es un ejemplo clásico de la fotografía de gabinete (Cabinet Card) común en el medio oeste de Estados Unidos a finales del siglo XIX. El hombre viste un traje de tres piezas con una cadena de reloj de bolsillo visible, la mujer un vestido oscuro con una hilera de botones pequeños y un broche, y el bebé un faldón largo de bautizo blanco.",,"Ottumwa, Iowa, Estados Unidos",41.02,-92.4116,Archivo Histórico Vision,mv57w,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Albúmina
impresion_093,impresion_093.jpg,Barroco flamenco,image/jpeg,Barroco flamenco; Peter Paul Rubens; Iconografía religiosa,Anónimo (Atribuido a estudios como Braun & Cie o Alinari),c. 1890,"Fotografía que reproduce el panel central del tríptico 'El Descendimiento de la Cruz', obra maestra del pintor barroco flamenco Peter Paul Rubens realizada entre 1612 y 1614. La escena muestra a ocho personajes, incluyendo a San Juan, Nicodemo, José de Arimatea y las Tres Marías, bajando cuidadosamente el cuerpo de Cristo de la cruz utilizando un sudario blanco, destacando el intenso claroscuro y la composición diagonal característica del autor.",,"Catedral de Nuestra Señora, Amberes, Bélgica",51.2203,4.4005,Archivo Histórico Vision,uvqi9e,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Monocromático,Albúmina
impresion_094,impresion_094.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Fotografía de gabinete; Era Victoriana,Charles L. Thomas (C.L. Thomas),1890-1895,"Retrato de estudio de estilo 'Cabinet Card' que muestra a dos niños pequeños, probablemente hermanos. El niño de la derecha está de pie vistiendo un vestido de cuadros con cuello alto y mangas largas, típico de la moda infantil de finales del siglo XIX, mientras que el más pequeño está sentado sobre un pedestal cubierto de tela, sosteniendo una muñeca de porcelana o trapo.",,"Ottumwa, Iowa, Estados Unidos",41.02001,-92.41159,Archivo Histórico Vision,k5tau,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Monocromático,Albúmina
impresion_095,impresion_095.jpg,Cabinet Card,image/jpeg,Cabinet Card; Retrato de estudio; Moda victoriana,Jacob Ginther,c. 1895-1905,"Retrato de estudio de una joven mujer con peinado estilo pompadour y vestido ornamentado con encajes, representativo de la transición entre la era Victoriana tardía y la Edwardiana. La imagen es una 'Cabinet Card' producida por el estudio de Jacob Ginther en Buffalo, Nueva York.",,"Buffalo, Nueva York, Estados Unidos",42.8837,-78.8748,Archivo Histórico Vision,00jiht,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Colodión húmedo
impresion_096,impresion_096.jpg,Pictorialismo,image/jpeg,Pictorialismo; Paisaje boscoso; Reflejos acuáticos,Rudolf Eickemeyer Jr.,Circa 1900,"Un paisaje boscoso de finales del siglo XIX o principios del XX, caracterizado por una composición pictorialista que destaca el reflejo de los troncos de los árboles en una superficie de agua estancada. La luz suave y la disposición de los elementos naturales sugieren una intención artística de evocar serenidad y una estética cercana a la pintura impresionista.",,"Yonkers, Nueva York, Estados Unidos",40.9312,-73.8987,Archivo Histórico Vision,6d383z,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Monocromático,Colodión húmedo
impresion_097,impresion_097.jpg,Polaroid,image/jpeg,Polaroid; Arte animalista; Inventario,Anónimo,Década de 1980,"Una fotografía instantánea tipo Polaroid que documenta una obra de arte enmarcada que representa dos cebras en estilo gráfico. La imagen muestra una cebra de pie y otra descansando, rodeadas por un paspartú de color rojo oscuro y un marco metálico. En el borde inferior blanco de la fotografía, se aprecian anotaciones manuscritas con los números '117' y '20x30', lo que sugiere una codificación de inventario y dimensiones físicas para una galería o subasta.",,Estados Unidos,39.8283,-98.5795,Archivo Histórico Vision,hh92v,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Película instantánea integral Polaroid 600
impresion_098,impresion_098.jpg,Fotografía vernácula,image/jpeg,Fotografía vernácula; Polaroid; Escena doméstica,Anónimo,1975-1982,"Escena doméstica de carácter vernáculo que muestra a tres personas de la tercera edad sentadas a una mesa de comedor durante una reunión social privada. La imagen captura la estética de la clase media de finales del siglo XX, destacando elementos decorativos como papel tapiz con patrones verticales, vajilla de transferencia azul tipo 'Willow pattern' y arreglos florales típicos de la época.",,"Cambridge, Massachusetts (Contexto de archivo de la Polaroid Corporation)",42.3601,-71.0942,Archivo Histórico Vision,mowbrs,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Película instantánea integral (Instant film)
impresion_099,impresion_099.jpg,Arquitectura Colonial,image/jpeg,Arquitectura Colonial; Nantucket; Polaroid,Anónimo,Década de 1980,"Fotografía de una residencia histórica ubicada en Nantucket, Massachusetts, que exhibe el estilo arquitectónico colonial típico de la región con revestimiento de tejas de cedro grisáceas y carpintería blanca. La imagen captura la fachada lateral y la entrada principal de la propiedad situada en el número 6 de Weymouth Street, un área protegida dentro del Distrito Histórico de Nantucket.",,"6 Weymouth Street, Nantucket, Massachusetts, Estados Unidos",41.280112,-70.098725,Archivo Histórico Vision,kr43ro,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
impresion_100,impresion_100.jpg,Retrato infantil,image/jpeg,Retrato infantil; Polaroid; Moda años 70,Anónimo,1975,"Retrato doméstico de un bebé sostenido por las manos de un adulto en un entorno interior. La escena destaca por el uso de vestimenta con patrones de rayas horizontales de colores vibrantes, típicos de la moda casual de mediados de la década de 1970. La fotografía es una toma instantánea que captura un momento cotidiano de crianza, probablemente los primeros intentos del infante por mantenerse en pie.",,"Entorno doméstico, probablemente en Estados Unidos o Europa Occidental.",40.7128,-74.006,Archivo Histórico Vision,jx0o9g,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Fotografía instantánea de tipo película integral
impresion_101,impresion_101.jpg,Arquitectura Industrial,image/jpeg,Arquitectura Industrial; Patrimonio Pampeano; Fotografía Instantánea,Anónimo,Década de 1970,"Fotografía instantánea de un galpón o almacén de ramos generales con arquitectura de influencia italianizante, característica de la región pampeana en Argentina y Uruguay. El edificio muestra paredes de mampostería blanqueadas, ventanas simétricas en la planta superior y un portón de carga lateral, elementos típicos del desarrollo agroindustrial de principios del siglo XX capturados en una etapa de declive o uso residual.",,"San Antonio de Areco, Provincia de Buenos Aires, Argentina",-34.2446,-59.4714,Archivo Histórico Vision,alzv7,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Copia positiva directa en soporte integral tipo Polaroid
